ID,"Date année","Date mois","Date jour",Départ,Arrivée,Pays,"KMs jour","KMs cumulé","Altitude (m)","Latitude degrés","Latitude minutes","Latitude décimale","Latitude radian","Longitude degrés","Longitude minutes","Longitude décimale","Longitude radian","KMs du départ (vol oiseau)","KMs du départ (corde)","KMs par étapes (segments)","KMs par étapes (cumulé)",Objet,Lieu,Contexte,Catégorie,Post,Jour,Titre,"Poids (g)","Taille (mm)",Couleur,Matière,Origine,Date,Coordonnées,,,
85,2012,12,23,Lac-Idriss-1er,Coopérative-Mokhtara,Morocco,10,2351,414,34,2147,340358,594,-4,-36463,-46077,-804,15531,15493,361,22603,"Fruit de Sadra","Cooperative Mokhtara","Rencontre des Hassan","Carnet de bord",1,"Jour 85","Cooperative Mokhtara",69,14,17,7,1,"dimanche 23 décembre 2012","N 34°02,147' W 4°36,463'",,,
86,2012,12,24,Coopérative-Mokhtara,Fès,Morocco,50,2401,194,34,3638,340606,5945,-4,-57951,-49659,-867,15514,15476,331,22934,"Papier de chocolat.","Hôtel Moulay Idriss","Noël 2012","Carnet de bord",1,"Jour 86","Hôtel Moulay Idriss",47,0,7,3,2,"lundi 24 décembre 2012","N 34°03,638' W 4°57,951'",,,
87,2012,12,25,Fès,Fès,Morocco,0,2401,194,34,3638,340606,5945,-4,-57951,-49659,-867,15514,15476,0,22934,"Composant d'une tringle à rideaux",Fès,"Journée à trois","Carnet de bord",1,"Jour 87",Fès,64,35,3,3,2,"mardi 25 décembre 2012","N 34°03,638' W 4°57,951'",,,
88,2012,12,26,Fès,Fès,Morocco,0,2401,248,34,3766,340628,5945,-4,-58139,-4969,-867,15512,15474,4,22938,"Fils de tissu","Médina de Fès",Labyrinthe,"Carnet de bord",1,"Jour 88","Médina de Fès",7,0,7,4,2,"mercredi 26 décembre 2012","N 34°03,766' W 4°58,139'",,,
89,2012,12,27,Fès,Fès,Morocco,0,2401,323,34,3658,34061,5945,-4,-58181,-49697,-867,15514,15476,2,2294,"Bande de cassette audio","Médina de Fès","Encore perdus","Carnet de bord",1,"Jour 89","Médina de Fès",15,0,17,3,2,"jeudi 27 décembre 2012","N 34°03,658' W 4°58,181'",,,
90,2012,12,28,Fès,Fès,Morocco,0,2401,265,34,3635,340606,5945,-4,-57966,-49661,-867,15514,15476,3,22943,"Feuilles en plastique",Fès,"En attendant le couscous","Carnet de bord",1,"Jour 90",Fès,29,53,6,3,2,"vendredi 28 décembre 2012","N 34°03,635' W 4°57,966'",,,
91,2012,12,29,Fès,Fès,Morocco,0,2401,309,34,3979,340663,5946,-4,-58047,-49675,-867,15508,1547,6,2295,"Papier de journal emballage de cacahuètes",Fès,"Café wifi dans la medina","Carnet de bord",1,"Jour 91",Fès,35,115,14,5,2,"samedi 29 décembre 2012","N 34°03,979' W 4°58,047'",,,
92,2012,12,30,Fès,Fès,Morocco,0,2401,305,34,3773,340629,5945,-4,-57863,-49644,-866,15512,15474,5,22955,"Chute de bois",Fès,"Devant une scierie artisanale","Carnet de bord",1,"Jour 92",Fès,84,38,17,1,1,"dimanche 30 décembre 2012","N 34°03,773' W 4°57,863'",,,
93,2012,12,31,Fès,Fès,Morocco,0,2401,287,34,357,340595,5944,-4,-5791,-49652,-867,15516,15477,4,22958,"Lanière de smartphone",Fès,"Devant la porte Bâb Fetouh","Carnet de bord",1,"Jour 93",Fès,67,67,15,0,2,"lundi 31 décembre 2012","N 34°03,570' W 4°57,910'",,,
94,2013,1,1,Fès,Fès,Morocco,0,2401,218,34,359,340598,5945,-4,-57914,-49652,-867,15515,15477,0,22959,"Morceaux de la muraille de la medina",Fès,"Première pluie de l'année","Carnet de bord",1,"Jour 94",Fès,103,0,3,6,1,"mardi 1 janvier 2013","N 34°03,590' W 4°57,914'",,,
95,2013,1,2,Fès,Rabat,Morocco,10,2411,11,34,1367,340228,5938,-6,-50345,-68391,-1194,15706,15666,1728,24686,"Té de golf","Medina de Rabat","Arrivée à l'hôtel d'Alger","Carnet de bord",1,"Jour 95","Medina de Rabat",74,54,13,1,2,"mercredi 2 janvier 2013","N 34°01,367' W 6°50,345'",,,
96,2013,1,3,Rabat,Rabat,Morocco,0,2411,10,34,1367,340228,5938,-6,-50382,-68397,-1194,15706,15666,1,24687,"Accessoires de GSM","Fnac Berbère","Courses dans la medina","Carnet de bord",1,"Jour 96","Fnac Berbère",29,0,15,3,2,"jeudi 3 janvier 2013","N 34°01,367' W 6°50,382'",,,
97,2013,1,4,Rabat,Rabat,Morocco,0,2411,8,34,1465,340244,5938,-6,-50353,-68392,-1194,15704,15664,2,24689,"Fiche RCA",Rabat,"A la pêche aux visas","Carnet de bord",1,"Jour 97",Rabat,208,42,12,0,2,"vendredi 4 janvier 2013","N 34°01,465' W 6°50,353'",,,
98,2013,1,5,Rabat,Rabat,Morocco,0,2411,10,34,1377,34023,5938,-6,-50301,-68384,-1194,15706,15666,2,2469,"Pile bouton","Medina de Rabat","Courses électroniques","Carnet de bord",1,"Jour 98","Medina de Rabat",31,6,14,2,2,"samedi 5 janvier 2013","N 34°01,377' W 6°50,301'",,,
99,2013,1,6,Rabat,Rabat,Morocco,0,2411,5,34,1415,340236,5938,-6,-50467,-68411,-1194,15705,15666,3,24693,"Tube de fer à souder",Rabat,Arnaque,"Carnet de bord",1,"Jour 99",Rabat,502,58,14,2,2,"dimanche 6 janvier 2013","N 34°01,415' W 6°50,467'",,,
100,2013,1,7,Rabat,Rabat,Morocco,0,2411,3,34,1617,34027,5939,-6,-50992,-68499,-1196,15703,15663,9,24702,Led,"Côte de Rabat",Repos,"Carnet de bord",1,"Jour 100","Côte de Rabat",52,20,12,0,2,"lundi 7 janvier 2013","N 34°01,617' W 6°50,992'",,,
101,2013,1,8,Rabat,Rabat,Morocco,0,2411,3,34,2573,340429,5942,-6,-49894,-68316,-1192,15683,15643,24,24726,"Dent de mouton",Salé,"Ville de pirates","Carnet de bord",1,"Jour 101",Salé,159,25,17,7,1,"mardi 8 janvier 2013","N 34°02,573' W 6°49,894'",,,
102,2013,1,9,Rabat,Rabat,Morocco,0,2411,10,34,148,340247,5938,-6,-50512,-68419,-1194,15704,15664,22,24749,"Clavier de téléphone","Médina de Rabat, Fnac Berbère","Un jour de boulot","Carnet de bord",1,"Jour 102","Médina de Rabat, Fnac Berbère",248,38,14,3,2,"mercredi 9 janvier 2013","N 34°01,480' W 6°50,512'",,,
103,2013,1,10,Rabat,Rabat,Morocco,0,2411,13,34,1513,340252,5939,-6,-50955,-68493,-1195,15704,15665,7,24756,"Câble et ressort","Medina de Rabat","Journée boulot","Carnet de bord",1,"Jour 103","Medina de Rabat",37,56,15,0,2,"jeudi 10 janvier 2013","N 34°01,513' W 6°50,955'",,,
104,2013,1,11,Rabat,Plage-du-Val-d''Or',Morocco,20,2431,5,34,1408,340235,5938,-6,-5046,-6841,-1194,15705,15666,8,24764,Cafart,"Auberge de Jeunesse de Rabat","Cafart du départ","Carnet de bord",1,"Jour 104","Auberge de Jeunesse de Rabat",14,28,17,7,1,"vendredi 11 janvier 2013","N 34°01,408' W 6°50,460'",,,
105,2013,1,12,Plage-du-Val-d''Or',Casablanca,Morocco,80,2511,1,33,54482,33908,5918,-6,-59421,-69904,-122,15851,1581,188,24952,Cheville,"Plage du Val D'Or","Petit déjeuner avec gardiens","Carnet de bord",1,"Jour 105","Plage du Val D'Or",122,38,8,3,2,"samedi 12 janvier 2013","N 33°54,482' W 6°59,421'",,,
106,2013,1,13,Casablanca,Casablanca,Morocco,0,2511,62,33,32625,335438,5854,-7,-35594,-75932,-1325,16335,1629,689,25641,"Gaine thermoformable",Casablanca,"Visite d'un atelier de génie","Carnet de bord",1,"Jour 106",Casablanca,14,60,15,3,2,"dimanche 13 janvier 2013","N 33°32.625' W 7°35.594'",,,
107,2013,1,14,Casablanca,Azemnour,Morocco,105,2616,14,33,17331,332889,581,-8,-2063,-83438,-1456,16736,16688,752,26394,Bambou,Azemnour,"Record battu","Carnet de bord",1,"Jour 107",Azemnour,87,62,3,1,1,"lundi 14 janvier 2013","N 33°17.331' W 8°20.630'",,,
108,2013,1,15,Azemnour,Sidi-El-Abed,Morocco,60,2676,16,33,2944,330491,5768,-8,-41256,-86876,-1516,17061,1701,417,2681,silex,"Route de Safi","Conversation avec Ali","Carnet de bord",1,"Jour 108","Route de Safi",351,20,17,6,1,"mardi 15 janvier 2013","N 33°02.944' W 8°41.256'",,,
109,2013,1,16,Sidi-El-Abed,Safi,Morocco,115,2791,78,32,35452,325909,5688,-9,-12575,-92096,-1607,17662,17605,706,27516,"Canine de canidé","Route de Safi","Paysage changeant","Carnet de bord",1,"Jour 109","Route de Safi",293,40,13,7,1,"mercredi 16 janvier 2013","N 32°35,452' W 9°12,575'",,,
110,2013,1,17,Safi,Route-d''Essaouira',Morocco,60,2851,64,31,51892,318649,5561,-9,-3014,-95023,-1658,1851,18445,853,28369,"Piment abandonné","Route d'Essaouira","Nuit au paradis","Carnet de bord",1,"Jour 110","Route d'Essaouira",65,60,1,7,1,"jeudi 17 janvier 2013","N 31°51,892' W 9°30,140'",,,
111,2013,1,18,Route-d''Essaouira',Essaouira,Morocco,60,2911,11,31,32062,315344,5504,-9,-4514,-97523,-1702,18921,18851,437,28806,"Pad de clavier de téléphone",Essaouira,"Arrivé à Essaouira","Carnet de bord",1,"Jour 111",Essaouira,136,55,14,3,2,"vendredi 18 janvier 2013","N 31°32,062' W 9°45,140'",,,
112,2013,1,19,Essaouira,Essaouira,Morocco,0,2911,12,31,3087,315145,55,-9,-4619,-97698,-1705,18946,18876,28,28834,"Fragments de gallion","Medina d'Essaouira","Tempête Marocaine","Carnet de bord",1,"Jour 112","Medina d'Essaouira",25,10,17,2,2,"samedi 19 janvier 2013","N 31°30,870' W 9°46,190'",,,
113,2013,1,20,Essaouira,Essaouira,Morocco,0,2911,21,31,30897,31515,55,-9,-46152,-97692,-1705,18945,18876,1,28834,Boulon,"Medina d'Essaouira","Journée boulot","Carnet de bord",1,"Jour 113","Medina d'Essaouira",31,76,7,3,2,"dimanche 20 janvier 2013","N 31°30,897' W 9°46,152'",,,
114,2013,1,21,Essaouira,Essaouira,Morocco,0,2911,5,31,30868,315145,55,-9,-46207,-97701,-1705,18946,18876,1,28835,Filet,"Port d'Essaouira","Entre deux averses","Carnet de bord",1,"Jour 114","Port d'Essaouira",413,18,17,2,2,"lundi 21 janvier 2013","N 31°30,868' W 9°46,207'",,,
115,2013,1,22,Essaouira,Sidi-Kaouki,Morocco,30,2941,3,31,19885,313314,5468,-9,-47591,-97932,-1709,1915,19078,205,2904,Papillon,"Sidi Kaouki","Eau courante salée","Carnet de bord",1,"Jour 115","Sidi Kaouki",5,25,17,7,1,"mardi 22 janvier 2013","N 31°19.885' W 9°47.591'",,,
116,2013,1,23,Sidi-Kaouki,Smimou,Morocco,25,2966,292,31,1148,311913,5444,-9,-4256,-97093,-1695,19284,1921,175,29215,"Laine de Mouton",Smimou,"Bivouac du sud","Carnet de bord",1,"Jour 116",Smimou,8,0,3,7,1,"mercredi 23 janvier 2013","N 31°11.480' W 9°42.560",,,
117,2013,1,24,Smimou,Tafrat,Morocco,40,3006,268,31,4438,31074,5423,-9,-39644,-96607,-1686,19401,19326,139,29354,"Graine d'argan","Route de Tamri","Pause pain-huile d'olive","Carnet de bord",1,"Jour 117","Route de Tamri",85,22,17,7,1,"jeudi 24 janvier 2013","N 31°04.438' W 9°39.644'",,,
118,2013,1,25,Tafrat,Tamri,Morocco,45,3051,98,30,42797,307133,536,-9,-40421,-96737,-1688,19796,19716,401,29755,Ferrite,"Du coté de Tamri","Verset chanté","Carnet de bord",1,"Jour 118","Du coté de Tamri",1736,56,15,2,2,"vendredi 25 janvier 2013","N 30°42.797' W 9°40.421'",,,
119,2013,1,26,Tamri,Taghazout,Morocco,45,3096,34,30,37765,306294,5346,-9,-49995,-98333,-1716,19919,19838,179,29934,Clée,"Route de Taghazout","une vache se poêl","Carnet de bord",1,"Jour 119","Route de Taghazout",314,40,14,2,2,"samedi 26 janvier 2013","N 30°37.765' W 9°49.995'",,,
120,2013,1,27,Taghazout,Aourir,Morocco,16,3112,13,30,35137,305856,5338,-9,-45451,-97575,-1703,19951,1987,87,30021,"Fiche USB","Route de Aourir","Village de camping-cars","Carnet de bord",1,"Jour 120","Route de Aourir",55,13,14,0,2,"dimanche 27 janvier 2013","N 30°35,137' W 9°45,451'",,,
121,2013,1,28,Aourir,Agadir,Morocco,20,3132,39,30,27228,304538,5315,-9,-39516,-96586,-1686,20075,19992,175,30196,"Demi ours en plastique","Porte d'Agadir","Arrivée à Agadir","Carnet de bord",1,"Jour 121","Porte d'Agadir",71,40,6,2,2,"lundi 28 janvier 2013","N 30°27,228' W 9°39,516'",,,
122,2013,1,29,Agadir,Agadir,Morocco,0,3132,35,30,24733,304122,5308,-9,-35053,-95842,-1673,20105,20022,85,30281,Epice,"Pharmacie berbère","Hassan II est Herboriste","Carnet de bord",1,"Jour 122","Pharmacie berbère",96,0,3,1,2,"mardi 29 janvier 2013","N 30°24,733' W 9°35,053'",,,
123,2013,1,30,Agadir,Agadir,Morocco,0,3132,39,30,24679,304113,5308,-9,-34602,-95767,-1671,20105,20021,7,30288,Trotteuse,"Souk ferraille d'Agadir","Courses de bidouillage","Carnet de bord",1,"Jour 123","Souk ferraille d'Agadir",3,36,14,3,2,"mercredi 30 janvier 2013","N 30°24,679' W 9°34,602'",,,
124,2013,1,31,Agadir,Agadir,Morocco,0,3132,39,30,24673,304112,5308,-9,-34615,-95769,-1671,20105,20021,0,30288,"Bouton de manette","Souk ferraille d'Agadir","Assis jusqu'au soleil couchant","Carnet de bord",1,"Jour 124","Souk ferraille d'Agadir",52,14,14,3,2,"jeudi 31 janvier 2013","N 30°24,673' W 9°34,615'",,,
125,2013,2,1,Agadir,Agadir,Morocco,0,3132,28,30,25145,304191,5309,-9,-35975,-95996,-1675,20101,20017,23,30312,"Levier d'interrupteur","Hôtel Les Palmiers","Fabrication d'un amplificateur mono","Carnet de bord",1,"Jour 125","Hôtel Les Palmiers",147,21,14,2,2,"vendredi 1 février 2013","N 30°25,145' W 9°35,975'",,,
126,2013,2,2,Agadir,Agadir,Morocco,0,3132,39,30,24668,304111,5308,-9,-34592,-95765,-1671,20105,20021,24,30336,"Coeur de pacotille","Souk ferraille d'Agadir","Derniers achats avant le sud","Carnet de bord",1,"Jour 126","Souk ferraille d'Agadir",7,16,10,3,2,"samedi 2 février 2013","N 30°24,668' W 9°34,592'",,,
127,2013,2,3,Agadir,Sidi-Bibi,Morocco,35,3167,78,30,9282,301547,5263,-9,-32474,-95412,-1665,20377,2029,287,30623,"Fragment d'os","Non loin de Sisi Bibi","Nuit au bord de la national 1","Carnet de bord",1,"Jour 127","Non loin de Sisi Bibi",123,26,3,7,1,"dimanche 3 février 2013","N 30°09,282' W 9°32,474'",,,
128,2013,2,4,Sidi-Bibi,Tiznit,Morocco,60,3227,240,29,41855,296976,5183,-9,-43809,-97302,-1698,20912,20818,54,31163,"Chaine de bouchon de lavabo","Tiznit, Hôtel Belle Vue","Ambiance Hôtel","Carnet de bord",1,"Jour 128","Tiznit, Hôtel Belle Vue",309,110,14,2,2,"lundi 4 février 2013","N 29°41.855' W9°43.809'",,,
129,2013,2,5,Tiznit,Tiznit,Morocco,0,3227,217,29,41851,296975,5183,-9,-4368,-9728,-1698,20912,20818,2,31165,"Noeud tissu","Ruelle de la médina de Tiznit","Recherche d'un artisan ciseleur","Carnet de bord",1,"Jour 129","Ruelle de la médina de Tiznit",15,48,14,4,2,"mardi 5 février 2013","N 29°41.851' W9°43.680'",,,
130,2013,2,6,Tiznit,Tiznit,Morocco,0,3227,208,29,4183,296972,5183,-9,-43837,-97306,-1698,20912,20819,3,31168,Condensateur,"Cantine de Tiznit","Petit déjeuné au hamlou","Carnet de bord",1,"Jour 130","Cantine de Tiznit",192,26,6,0,2,"mercredi 6 février 2013","N 29°41.830' W9°43.837'",,,
131,2013,2,7,Tiznit,Tiznit,Morocco,0,3227,223,29,42306,297051,5185,-9,-43489,-97248,-1697,20903,20809,1,31178,"Négatif photo","Palmeraie-décharge de Tiznit","Promenade repos","Carnet de bord",1,"Jour 131","Palmeraie-décharge de Tiznit",31,70,11,3,2,"jeudi 7 février 2013"," N 29°42.306' W 9°43.489'",,,
132,2013,2,8,Tiznit,Gourizim,Morocco,40,3267,292,29,3667,296112,5168,-9,-54368,-99061,-1729,21041,20946,204,31382,Asphalte,"Aarba Sahel","Toujours des montagnes","Carnet de bord",1,"Jour 132","Aarba Sahel",91,10,15,3,2,"vendredi 8 février 2013","N 29°36.670' W 09°54.368'",,,
133,2013,2,9,Gourizim,Mirleft,Morocco,7,3274,67,29,36377,296063,5167,-10,-1337,-100223,-1749,2107,20974,112,31495,"Lame de rasoir","Falaise de Mirleft","En marche vers la plage","Carnet de bord",1,"Jour 133","Falaise de Mirleft",149,40,2,0,2,"samedi 9 février 2013","N 29°36,377' W 10°01,337'",,,
134,2013,2,10,Mirleft,Route-de-Sidi-Ifni,Morocco,6,3280,3,29,32195,295366,5155,-10,-3554,-100592,-1756,21153,21056,85,3158,"Nacre millénaire","Route de Sidi Ifni","Il faut trouver quelque chose","Carnet de bord",1,"Jour 134","Route de Sidi Ifni",258,36,17,7,1,"dimanche 10 février 2013","N 29°32.195' W 10°03.554'",,,
135,2013,2,11,Route-de-Sidi-Ifni,Sidi-Ifni,Morocco,25,3305,10,29,22886,293814,5128,-10,-10674,-101779,-1776,21347,21247,207,31787,"Crochet métallique","Sidi Ifni","Ex free partie","Carnet de bord",1,"Jour 135","Sidi Ifni",72,25,14,2,2,"lundi 11 février 2013","N 29°22.886' W10°10.674'",,,
136,2013,2,12,Sidi-Ifni,Mesti,Morocco,20,3325,285,29,15955,292659,5108,-10,-6781,-10113,-1765,21459,21357,143,3193,"Bout de nounours",Mesti,"Rencontre d'Anass","Carnet de bord",1,"Jour 136",Mesti,1,43,11,4,2,"mardi 12 février 2013","N 29°15.955' W10°06.781'",,,
137,2013,2,13,Mesti,Guelmim,Morocco,35,3360,580,29,9985,291664,509,-10,-5493,-100916,-1761,21562,2146,113,32043,"Brosse de Mascara","Route de Guelmim","Dernier col","Carnet de bord",1,"Jour 137","Route de Guelmim",69,49,15,0,2,"mercredi 13 février 2013","N 29°09.985' W10°05.493'",,,
138,2013,2,14,Guelmim,Guelmim,Morocco,0,3360,234,28,5809,289682,5056,-10,-4293,-100716,-1758,21774,21668,221,32264,"Puce de carte téléphonique",Guelmim,"Journée web","Carnet de bord",1,"Jour 138",Guelmim,9,11,0,0,2,"jeudi 14 février 2013","N 28°58.090' W10°04.293'",,,
139,2013,2,15,Guelmim,Guelmim,Morocco,0,3360,287,28,58957,289826,5058,-10,-3443,-100574,-1755,21755,2165,21,32286,"Mini brosse","Medina de Guelmim",Prière,"Carnet de bord",1,"Jour 139","Medina de Guelmim",76,40,12,3,2,"vendredi 15 février 2013","N 28°58.957' W10°03.443'",,,
140,2013,2,16,Guelmim,Guelmim,Morocco,0,3360,280,28,56699,28945,5052,-9,-57432,-99572,-1738,21776,2167,106,32392,Améthyste,"Oasis Tighmert","Changement d'espace temps","Carnet de bord",1,"Jour 140","Oasis Tighmert",549,17,15,6,2,"samedi 16 février 2013","N 28°56.699' W 9°57.432'",,,
141,2013,2,17,Guelmim,Guelmim,Morocco,0,3360,280,28,56699,28945,5052,-9,-57432,-99572,-1738,21776,2167,0,32392,Blé,"Oasis Tighmert",Troc,"Carnet de bord",1,"Jour 141","Oasis Tighmert",13,0,3,1,1,"dimanche 17 février 2013","N 28°56,699' W 9°57,432'",,,
142,2013,2,18,Guelmim,Guelmim,Morocco,0,3360,305,28,59646,289941,506,-10,-3393,-100566,-1755,21743,21637,111,32503,Cosse,Guelmim,Connection,"Carnet de bord",1,"Jour 142",Guelmim,72,19,14,2,2,"lundi 18 février 2013","N 28°59,646' W 10°03,393'",,,
143,2013,2,19,Guelmim,Route-de-Tan-Tan,Morocco,50,3410,179,28,49144,288191,503,-10,-23118,-103853,-1813,22001,21892,375,32877,"Coquillage du désert","Route de Tan Tan","Premier désert","Carnet de bord",1,"Jour 143","Route de Tan Tan",77,30,17,7,1,"mardi 19 février 2013","N 28°49,144' W 10°23,118'",,,
144,2013,2,20,Route-de-Tan-Tan,Vallée-du-Drâa,Morocco,60,3470,175,28,39964,286661,5003,-10,-37661,-106277,-1855,22219,22106,291,33169,Connecteurs,"Rass Oumlit, route de Tan Tan",Approvisionnement,"Carnet de bord",1,"Jour 144","Rass Oumlit, route de Tan Tan",225,61,0,0,2,"mercredi 20 février 2013","N 28°39,964' W 10°37,661'",,,
145,2013,2,21,Vallée-du-Drâa,Tan-Tan,Morocco,30,3500,25,28,33071,285512,4983,-10,-56037,-10934,-1908,22411,22296,325,33494,Quartz,"Vallée du Drâa","CheckPoint 003","Carnet de bord",1,"Jour 145","Vallée du Drâa",209,30,1,6,1,"jeudi 21 février 2013","N 28°33.071' W 10°56.037'",,,
146,2013,2,22,Tan-Tan,Tan-Tan,Morocco,0,3500,35,28,2599,284332,4963,-11,-6325,-111054,-1938,22578,2246,213,33707,"Fragments de cellule solaire","Tan Tan, rue marchande","Recherche de panneaux solaire","Carnet de bord",1,"Jour 146","Tan Tan, rue marchande",238,32,16,8,2,"vendredi 22 février 2013","N 28°25.990' W 11°06.325'",,,
147,2013,2,23,Tan-Tan,Tan-Tan,Morocco,0,3500,12,28,26032,284339,4963,-11,-6282,-111047,-1938,22577,22459,1,33708,"Poils de pinceau","Tan Tan","En attendant la LAN","Carnet de bord",1,"Jour 147","Tan Tan",105,57,4,3,2,"samedi 23 février 2013","N 28°26.032' W 11°06.282'",,,
148,2013,2,24,Tan-Tan,Tan-Tan,Morocco,0,3500,46,28,25703,284284,4962,-11,-6559,-111093,-1939,22584,22466,8,33715,"Clé non usiné","Tan Tan","Clé potentielle","Carnet de bord",1,"Jour 148","Tan Tan",65,52,14,2,2,"dimanche 24 février 2013","N 28°25,703' W 11°06,559'",,,
149,2013,2,25,Tan-Tan,Oued-Chebeïka,Morocco,65,3565,40,28,29639,28494,4973,-11,-19636,-113273,-1977,22564,22446,225,33941,Boulon,"El Ouatia","La route","Carnet de bord",1,"Jour 149","El Ouatia",375,22,17,2,2,"lundi 25 février 2013","N 28°29,639' W 11°19,636'",,,
150,2013,2,26,Oued-Chebeïka,Akhfennir,Morocco,60,3625,43,28,17038,28284,4936,-11,-32514,-115419,-2014,22842,2272,314,34255,"Fragment de prise secteur","Parking de la gendarmerie royale, route de Tarfaya","Juste après un contrôle d'identitée","Carnet de bord",1,"Jour 150","Parking de la gendarmerie royale, route de Tarfaya",87,30,14,0,2,"mardi 26 février 2013","N 28°17,038' W 11°32,514'",,,
151,2013,2,27,Akhfennir,Akhfennir,Morocco,0,3625,58,28,182,280303,4892,-12,-10906,-121818,-2126,23275,23146,688,34943,Sable,"Dune rouge","A la chasse à la poésie","Carnet de bord",1,"Jour 151","Dune rouge",1703,0,17,6,1,"mercredi 27 février 2013","N 28°01,820' W 12°10,906'",,,
152,2013,2,28,Akhfennir,Lagune-de-Naïla,Morocco,25,3650,10,28,1591,280265,4892,-12,-1481,-122468,-2137,23296,23166,64,35007,Vertèbre,"Lagune de Naïla","Pas de flamants roses","Carnet de bord",1,"Jour 152","Lagune de Naïla",39,17,13,7,1,"jeudi 28 février 2013","N 28°01,591' W 12°14,810'",,,
153,2013,3,1,Lagune-de-Naïla,Route-de-Tarfaya,Morocco,55,3705,24,27,58851,279809,4884,-12,-39969,-126662,-2211,23456,23324,415,35422,"Clé de pecheur","Route de Tarfaya","Nuit en cabane","Carnet de bord",1,"Jour 153","Route de Tarfaya",193,156,17,0,2,"vendredi 1 mars 2013","N 27°58,851' W 12°39,969'",,,
154,2013,3,2,Route-de-Tarfaya,Tarfaya,Morocco,25,3730,21,27,56468,279411,4877,-12,-55557,-12926,-2256,2357,23436,259,35681,"Feuille qui ne fane pas",Tarfaya,"Petite chambre d'hôtel","Carnet de bord",1,"Jour 154",Tarfaya,41,157,5,3,2,"samedi 2 mars 2013","N 27°56,468' W 12°55,557'",,,
155,2013,3,3,Tarfaya,Tarfaya,Morocco,0,3730,21,27,56336,279389,4876,-12,-55506,-129251,-2256,23572,23438,3,35683,"Fragment de mètre",Tarfaya,"Ville en chantier","Carnet de bord",1,"Jour 155",Tarfaya,48,61,4,2,2,"dimanche 3 mars 2013","N 27°56,336' W 12°55,506'",,,
156,2013,3,4,Tarfaya,Tarfaya,Morocco,0,3730,20,27,56339,27939,4876,-12,-55512,-129252,-2256,23572,23438,0,35683,"Bouchon de drogue",Tarfaya,"Recherche de tube de colle","Carnet de bord",1,"Jour 156",Tarfaya,48,12,15,3,2,"lundi 4 mars 2013","N 27°56,339' W 12°55,512'",,,
157,2013,3,5,Tarfaya,Tarfaya,Morocco,0,3730,19,27,56375,279396,4876,-12,-5562,-12927,-2256,23572,23438,2,35685,"Non identifié",Tarfaya,"Route de bissara","Carnet de bord",1,"Jour 157",Tarfaya,113,19,14,2,2,"mardi 5 mars 2013","N 27°56,375' W 12°55,620'",,,
158,2013,3,6,Tarfaya,Tarfaya,Morocco,0,3730,24,27,56302,279384,4876,-12,-55459,-129243,-2256,23573,23439,3,35688,"Fragment de coupe ongle",Tarfaya,"Attente,le vent est contre nous.","Carnet de bord",1,"Jour 158",Tarfaya,537,45,4,0,2,"mercredi 6 mars 2013","N 27°56,302' W 12°55,459'",,,
159,2013,3,7,Tarfaya,Laayoune,Morocco,50,3780,38,27,9729,271622,4741,-13,-12064,-132011,-2304,24478,24328,905,36594,Vis,Laayoune,"Débarquement expresse","Carnet de bord",1,"Jour 159",Laayoune,291,47,14,2,2,"jeudi 7 mars 2013","N 27°09,729' W 13°12,064'",,,
160,2013,3,8,Laayoune,Laayoune,Morocco,0,3780,24,27,9738,271623,4741,-13,-12127,-132021,-2304,24478,24328,1,36595,Crayon,Laayoune,"Impasse administrative","Carnet de bord",1,"Jour 160",Laayoune,147,55,8,0,2,"vendredi 8 mars 2013","N 27°09,738' W 13°12,127'",,,
161,2013,3,9,Laayoune,Dakhla,Morocco,20,3800,38,27,9247,271541,4739,-13,-20643,-133441,-2329,24527,24376,141,36735,"Disque de route","Foum El Oued","Camion stop","Carnet de bord",1,"Jour 161","Foum El Oued",156,122,13,5,2,"samedi 9 mars 2013","N 27°09,247' W 13°20,643'",,,
